Nombre,Linea,ano,Ingreso,
GILAT NETWORKS PERU ,,2011,47613082,
IDT PERU ,,2011,28943529,
INFODUCTOS Y TELECOMUNICACIONES DEL PERU ,,2011,2139230,
INTERNEXA PERU ,,2011,12797488,
RURAL TELECOM ,,2011,4825465,
TE.SA.M. PERU  ,,2011,10765140,
TELEFONICA DEL PERU,,2011,7778746000,
TELMEX PERU ,,2011,517662000,
VELATEL PERU ,,2011,1782288,
AMERICA MOVIL PERU,,2012,4412170000,
AMERICATEL PERU ,,2012,112792000,
BT LATAM PERU  ,,2012,14073844,
CATV SYSTEMS ,,2012,20495200,
CENTURYLINK PERU ,,2012,107091145,
CONVERGIA PERU ,,2012,7881185,
DIRECTV PERU ,,2012,151313120,
ENTEL PERU ,,2012,895346681,
GILAT NETWORKS PERU ,,2012,43731602,
IDT PERU ,,2012,30985649,
INTERNEXA PERU ,,2012,18768852,
OLO DEL PERU,,2012,1807849,
RURAL TELECOM ,,2012,4125715,
TE.SA.M. PERU  ,,2012,11646880,
TELEFONICA DEL PERU,,2012,8140413000,
AMERICA MOVIL PERU,TELEFONIA DE USO PUBLICO,2013,10690680,
AMERICA MOVIL PERU,TELEFONIA DE LARGA DISTANCIA,2013,12285877,
AMERICA MOVIL PERU,OTROS INGRESOS OPERATIVOS,2013,85336817,
AMERICA MOVIL PERU,TELEFONIA FIJA DE ABONADOS,2013,107044890,
AMERICA MOVIL PERU,TELEVISION DE PAGA,2013,119579263,
AMERICA MOVIL PERU,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2013,129783150,
AMERICA MOVIL PERU,INTERNET FIJO,2013,171809964,
AMERICA MOVIL PERU,INTERCONEXION,2013,451196666,
AMERICA MOVIL PERU,VENTA Y ALQUILER DE EQUIPOS,2013,602707188,
AMERICA MOVIL PERU,SERVICIOS MOVILES,2013,3231865503,4922299998
AMERICATEL PERU ,TELEFONIA DE USO PUBLICO,2013,573,
AMERICATEL PERU ,VENTA Y ALQUILER DE EQUIPOS,2013,37934,
AMERICATEL PERU ,INTERCONEXION,2013,1126238,
AMERICATEL PERU ,OTROS INGRESOS OPERATIVOS,2013,3259053,
AMERICATEL PERU ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2013,5866152,
AMERICATEL PERU ,TELEFONIA FIJA DE ABONADOS,2013,18446334,
AMERICATEL PERU ,TELEFONIA DE LARGA DISTANCIA,2013,43504830,
AMERICATEL PERU ,INTERNET FIJO,2013,47606796,
AT&T GLOBAL NETWORK SERVICES DEL PERU ,VENTA Y ALQUILER DE EQUIPOS,2013,64119,
AT&T GLOBAL NETWORK SERVICES DEL PERU ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2013,14667271,
BT LATAM PERU  ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2013,12992458,
CATV SYSTEMS ,TELEVISION DE PAGA,2013,23462078,
CENTURYLINK PERU ,VENTA Y ALQUILER DE EQUIPOS,2013,46589,
CENTURYLINK PERU ,INTERNET FIJO,2013,14735641,
CENTURYLINK PERU ,TELEFONIA FIJA DE ABONADOS,2013,26634419,
CENTURYLINK PERU ,OTROS INGRESOS OPERATIVOS,2013,34639637,
CENTURYLINK PERU ,TELEFONIA DE LARGA DISTANCIA,2013,52958007,
CONVERGIA PERU ,VENTA Y ALQUILER DE EQUIPOS,2013,340818,
CONVERGIA PERU ,INTERCONEXION,2013,839444,
CONVERGIA PERU ,TELEFONIA FIJA DE ABONADOS,2013,1671567,
CONVERGIA PERU ,TELEFONIA DE LARGA DISTANCIA,2013,8110516,
DIRECTV PERU ,VENTA Y ALQUILER DE EQUIPOS,2013,441324,
DIRECTV PERU ,TELEVISION DE PAGA,2013,190055140,
ENTEL PERU ,TELEFONIA DE USO PUBLICO,2013,185,
ENTEL PERU ,TELEFONIA FIJA DE ABONADOS,2013,460362,
ENTEL PERU ,INTERNET FIJO,2013,14218785,
ENTEL PERU ,INTERCONEXION,2013,51597006,
ENTEL PERU ,OTROS INGRESOS OPERATIVOS,2013,63866079,
ENTEL PERU ,VENTA Y ALQUILER DE EQUIPOS,2013,86143176,
ENTEL PERU ,SERVICIOS MOVILES,2013,608200298,
GILAT NETWORKS PERU ,INTERCONEXION,2013,18699,
GILAT NETWORKS PERU ,TELEFONIA DE LARGA DISTANCIA,2013,4021824,
GILAT NETWORKS PERU ,TELEFONIA FIJA DE ABONADOS,2013,5138986,
GILAT NETWORKS PERU ,INTERNET FIJO,2013,5232000,
GILAT NETWORKS PERU ,OTROS INGRESOS OPERATIVOS,2013,7111000,
GILAT NETWORKS PERU ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2013,9291000,
GILAT NETWORKS PERU ,TELEFONIA DE USO PUBLICO,2013,13745490,
GILAT NETWORKS PERU ,VENTA Y ALQUILER DE EQUIPOS,2013,15143000,
GLOBAL BACKBONE ,OTROS INGRESOS OPERATIVOS,2013,84611,
GLOBAL BACKBONE ,TELEFONIA DE LARGA DISTANCIA,2013,1246746,
GLOBAL BACKBONE ,TELEFONIA FIJA DE ABONADOS,2013,1825762,
IDT PERU ,TELEFONIA DE LARGA DISTANCIA,2013,24345881,
INFODUCTOS Y TELECOMUNICACIONES DEL PERU ,VENTA Y ALQUILER DE EQUIPOS,2013,4255,
INFODUCTOS Y TELECOMUNICACIONES DEL PERU ,INTERCONEXION,2013,36723,
INFODUCTOS Y TELECOMUNICACIONES DEL PERU ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2013,188218,
INFODUCTOS Y TELECOMUNICACIONES DEL PERU ,TELEFONIA FIJA DE ABONADOS,2013,438673,
INFODUCTOS Y TELECOMUNICACIONES DEL PERU ,OTROS INGRESOS OPERATIVOS,2013,720958,
INFODUCTOS Y TELECOMUNICACIONES DEL PERU ,TELEFONIA DE LARGA DISTANCIA,2013,1693291,
INTERNEXA PERU ,OTROS INGRESOS OPERATIVOS,2013,31445641,
MULTIVISION ,INTERNET FIJO,2013,335652,
MULTIVISION ,TELEVISION DE PAGA,2013,831840,
OLO DEL PERU,OTROS INGRESOS OPERATIVOS,2013,5803204,
OLO DEL PERU,INTERNET FIJO,2013,17859617,
TE.SA.M. PERU  ,VENTA Y ALQUILER DE EQUIPOS,2013,1536867,
TE.SA.M. PERU  ,SERVICIOS MOVILES,2013,9706606,
TELEFONICA DEL PERU,TELEFONIA DE LARGA DISTANCIA,2013,111783000,
TELEFONICA DEL PERU,OTROS INGRESOS OPERATIVOS,2013,160052000,
TELEFONICA DEL PERU,INTERCONEXION,2013,302327000,
TELEFONICA DEL PERU,TELEFONIA DE USO PUBLICO,2013,412739000,
TELEFONICA DEL PERU,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2013,573606000,
